protocol,scenario,min,mean,max,std,count
RUDP,A,3.1213738981860737,3.137957673173319,3.1511308161669667,0.008280773461635688,20
RUDP,B,0.14116473047828376,0.1508294926317903,0.16635742004832643,0.0066007568464033035,20
RUDP,C,0.06639581076154644,0.07025187302872246,0.0768434031310791,0.002513151512798414,20
TCP,A,441.3078018050407,498.3298144063957,573.670025010519,54.74193735870847,20
TCP,B,0.9802273214109398,1.270657716442618,1.7115462799568006,0.2215868506277359,20
TCP,C,0.3042967123966023,0.37105052756885193,0.4484831618603216,0.03450101612818807,20
