run_id,scenario,transport,filesize,domain,resolved_ip,path,dns_time_s,dns_retries,http_time_s,total_time_s,bytes,throughput_mbps,retransmissions,status,auth_ok,ok,timestamp
6,B,tcp,1mb,webserver.redes2.local,172.28.0.10,/file_1mb.bin,0.10069013700012874,0,7.846548083999551,7.947612857999957,621008,0.6331528140547216,0,HTTP/1.1 200 OK,True,True,1782073807.086619
7,B,tcp,1mb,webserver.redes2.local,172.28.0.10,/file_1mb.bin,0.10051745400051004,0,8.85925871299969,8.960288741000113,1042376,0.9412760446609041,0,HTTP/1.1 200 OK,True,True,1782073816.2939522
8,B,tcp,1mb,webserver.redes2.local,172.28.0.10,/file_1mb.bin,0.1004622800001016,0,1.9112617999999202,2.0125386699992305,1048576,4.389041836131685,0,HTTP/1.1 200 OK,True,True,1782073818.5426962
9,B,tcp,1mb,webserver.redes2.local,172.28.0.10,/file_1mb.bin,0.10225183500006096,0,6.0575214659993435,6.167453795999791,663000,0.8756056465950912,0,HTTP/1.1 200 OK,True,True,1782073824.9420962
10,B,tcp,1mb,webserver.redes2.local,172.28.0.10,/file_1mb.bin,0.10057880400017893,0,11.95012907399996,12.051450040999953,890336,0.596034398950294,0,HTTP/1.1 200 OK,True,True,1782073837.2967129
1,B,rudp,1mb,webserver.redes2.local,172.28.0.10,/file_1mb.bin,0.10050173600029666,0,92.56866003300001,92.66972127400004,1048576,0.09062038920094043,18,HTTP/1.1 200 OK,True,True,1782073930.319445
2,B,rudp,1mb,webserver.redes2.local,172.28.0.10,/file_1mb.bin,0.10051164699962101,0,74.29654809600015,74.39760994199969,1048576,0.11290710288667653,4,HTTP/1.1 200 OK,True,True,1782074005.0286973
3,B,rudp,1mb,webserver.redes2.local,172.28.0.10,/file_1mb.bin,0.10059858800013899,0,93.43951979200028,93.54082485000072,1048576,0.08977580384267109,20,HTTP/1.1 200 OK,True,True,1782074098.9339797
4,B,rudp,1mb,webserver.redes2.local,172.28.0.10,/file_1mb.bin,0.1010655019999831,0,82.50309763099995,82.6057598919997,1048576,0.10167627932612364,11,HTTP/1.1 200 OK,True,True,1782074181.858761
5,B,rudp,1mb,webserver.redes2.local,172.28.0.10,/file_1mb.bin,0.10083266800029378,0,74.48939004400017,74.59099481199974,1048576,0.11261480319606496,12,HTTP/1.1 200 OK,True,True,1782074256.8436494
6,B,rudp,1mb,webserver.redes2.local,172.28.0.10,/file_1mb.bin,0.10107654799958254,0,96.45226660200024,96.55409204600073,1048576,0.08697160051836497,13,HTTP/1.1 200 OK,True,True,1782074354.032602
7,B,rudp,1mb,webserver.redes2.local,172.28.0.10,/file_1mb.bin,0.10067017399978795,0,106.53506273099993,106.63633005999964,1048576,0.07874034881061796,14,HTTP/1.1 200 OK,True,True,1782074461.0622597
8,B,rudp,1mb,webserver.redes2.local,172.28.0.10,/file_1mb.bin,0.10110865699971328,0,82.44220012999995,82.5438593960007,1048576,0.10175138444597943,15,HTTP/1.1 200 OK,True,True,1782074543.9651518
9,B,rudp,1mb,webserver.redes2.local,172.28.0.10,/file_1mb.bin,0.10094049999952404,0,82.43798361999961,82.53950211499978,1048576,0.10175658879124874,11,HTTP/1.1 200 OK,True,True,1782074626.9435117
10,B,rudp,1mb,webserver.redes2.local,172.28.0.10,/file_1mb.bin,0.1007541980006863,0,98.47279978299957,98.57406904900017,1048576,0.08518705691810965,14,HTTP/1.1 200 OK,True,True,1782074725.8845975
1,B,tcp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,0.10062811599982524,0,8.066927548999956,8.168171866999728,454487,0.450716332570848,0,HTTP/1.1 200 OK,True,True,1782074734.4684448
2,B,tcp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,0.10110555200026283,0,9.657896027999413,9.759867269000097,1259575,1.043353538988897,0,HTTP/1.1 200 OK,True,True,1782074744.48316
3,B,tcp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,0.10131644499961112,0,6.637927421000313,6.739681879000273,813591,0.980536180526535,0,HTTP/1.1 200 OK,True,True,1782074751.4905496
4,B,tcp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,0.10056149400043068,0,6.324016984000082,6.424964025999543,657207,0.8313791713877428,0,HTTP/1.1 200 OK,True,True,1782074758.1833878
5,B,tcp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,0.10054432100059785,0,6.514438565999626,6.615657790000114,384983,0.4727750471198744,0,HTTP/1.1 200 OK,True,True,1782074765.0806468
6,B,tcp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,0.1007364619999862,0,11.141054282999903,11.242887327000062,1915519,1.375466954090967,0,HTTP/1.1 200 OK,True,True,1782074776.5851395
7,B,tcp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,0.10093977399992582,0,10.159271282999725,10.26076510799976,1094503,0.8618752030622625,0,HTTP/1.1 200 OK,True,True,1782074787.0973375
8,B,tcp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,0.10060336000060488,0,8.269875230999787,8.370863843000734,550055,0.5321047630204704,0,HTTP/1.1 200 OK,True,True,1782074795.7758899
9,B,tcp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,1.1024604559997897,1,8.08137020399954,9.184184964000451,781735,0.773863817908614,0,HTTP/1.1 200 OK,True,True,1782074805.214098
10,B,tcp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,1.1016832859995702,1,6.278823841999838,7.380805797999528,450143,0.5735379890595906,0,HTTP/1.1 200 OK,True,True,1782074812.8793147
1,B,rudp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,1.1015908489998765,1,895.8937288500001,897.0022471950006,10485760,0.09363396271082179,161,HTTP/1.1 200 OK,True,True,1782075711.771788
2,B,rudp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,0.10863836200041987,0,855.9684257679992,856.0819133790001,10485760,0.09800137186688285,146,HTTP/1.1 200 OK,True,True,1782076569.186162
3,B,rudp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,0.10322252100013429,0,868.6570072739996,868.7667955259994,10485760,0.09656985357575075,132,HTTP/1.1 200 OK,True,True,1782077439.7255013
4,B,rudp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,0.11037855200083868,0,893.5710781750004,893.6907329669993,10485760,0.09387734456594782,167,HTTP/1.1 200 OK,True,True,1782078335.9008074
5,B,rudp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,2.103863022999576,2,875.6587476330005,877.7847459789991,10485760,0.09579768400276142,112,HTTP/1.1 200 OK,True,True,1782079215.9418151
6,B,rudp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,0.11296208400017349,0,862.2728181289986,862.3973029869994,10485760,0.09728484794640761,160,HTTP/1.1 200 OK,True,True,1782080080.9104443
7,B,rudp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,0.10596667800018622,0,852.6606630679998,852.7759389679995,10485760,0.09838155274827082,120,HTTP/1.1 200 OK,True,True,1782080936.376415
8,B,rudp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,0.1034572990010929,0,848.5533328220008,848.6616759059998,10485760,0.09885775796911117,142,HTTP/1.1 200 OK,True,True,1782081788.2809944
9,B,rudp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,0.10061977600162209,0,849.5977343920003,849.7033474690015,10485760,0.09873623316572472,131,HTTP/1.1 200 OK,True,True,1782082641.125209
10,B,rudp,10mb,webserver.redes2.local,172.28.0.10,/file_10mb.bin,1.102184045001195,1,901.8873985009996,902.9939023070001,10485760,0.0930116998412713,144,HTTP/1.1 200 OK,True,True,1782083545.8557026
1,C,tcp,100kb,webserver.redes2.local,172.28.0.10,/file_100kb.bin,0.2015923679991829,0,1.4245178219989612,1.6271441310000228,102400,0.5750717803238529,0,HTTP/1.1 200 OK,True,True,1782083549.7421951
2,C,tcp,100kb,webserver.redes2.local,172.28.0.10,/file_100kb.bin,0.2009030890003487,0,3.0490296040006797,3.250413062000007,102400,0.26867564648277437,0,HTTP/1.1 200 OK,True,True,1782083553.239636
3,C,tcp,100kb,webserver.redes2.local,172.28.0.10,/file_100kb.bin,0.20043240799896012,0,2.1651571959991998,2.3658291480005573,102400,0.37835590021534066,0,HTTP/1.1 200 OK,True,True,1782083555.8389156
4,C,tcp,100kb,webserver.redes2.local,172.28.0.10,/file_100kb.bin,0.20073123399924953,0,2.2058019989999593,2.4067435910001223,102400,0.3713841951233154,0,HTTP/1.1 200 OK,True,True,1782083558.4714766
5,C,tcp,100kb,webserver.redes2.local,172.28.0.10,/file_100kb.bin,2.2032021159993747,2,1.4030796730003203,3.606962382000347,102400,0.5838585048048179,0,HTTP/1.1 200 OK,True,True,1782083562.3201895
